Prompt: golden fish swimming in the ocean. aesthetic score: 6.5. motion score: 5.0.
step, cache_diff, mo_reg, mo_grad, new_rate
29,0.032,0.455, -0.031, 10
30,0.014,0.424, 0.000, 12
Prompt: indoor library aesthetic score: 6.5. motion score: 5.0.
step, cache_diff, mo_reg, mo_grad, new_rate
2,4.375,6.781, 5.781, 3
5,0.246,1.000, 0.000, 3
8,0.147,1.000, 0.000, 3
11,0.182,1.578, 0.443, 3
14,0.117,1.133, 0.000, 3
17,0.143,1.438, 0.234, 3
20,0.113,1.203, 0.000, 3
23,0.122,1.203, 0.000, 3
26,0.153,1.367, -0.234, 3
29,0.281,1.719, -0.832, 3
30,0.101,0.883, 0.000, 4
Prompt: skyscraper aesthetic score: 6.5. motion score: 5.0.
step, cache_diff, mo_reg, mo_grad, new_rate
2,1.516,2.172, 1.172, 3
5,0.273,1.000, 0.000, 3
8,0.180,1.000, 0.000, 3
11,0.158,1.469, -0.664, 3
14,0.102,1.156, 0.273, 4
18,0.118,1.516, 0.449, 3
21,0.143,1.672, 0.469, 3
24,0.174,1.539, 0.260, 3
27,0.249,1.992, 0.547, 3
29,0.279,2.219, 0.598, 3
30,0.332,2.969, 1.039, 3
Prompt: skyscraper aesthetic score: 6.5. motion score: 5.0.
step, cache_diff, mo_reg, mo_grad, new_rate
2,6.125,10.375, -9.375, 3
5,0.303,1.000, 0.000, 3
8,0.151,1.000, 0.000, 3
11,0.146,1.273, 0.208, 3
14,0.144,1.367, 0.234, 3
17,0.174,1.773, 0.494, 3
20,0.140,1.461, -0.260, 3
23,0.190,1.875, 0.520, 3
26,0.203,1.734, 0.287, 3
29,0.241,1.445, 0.000, 3
30,0.256,2.219, 0.598, 3
Prompt: downtown aesthetic score: 6.5. motion score: 5.0.
step, cache_diff, mo_reg, mo_grad, new_rate
2,5.656,7.250, -6.250, 3
5,0.191,1.000, 0.000, 3
8,0.171,1.000, 0.000, 3
11,0.283,2.219, 0.938, 3
14,0.201,1.617, 0.260, 3
17,0.135,1.359, 0.000, 3
20,0.135,1.359, 0.000, 3
23,0.157,1.539, -0.260, 3
26,0.203,1.797, -0.730, 3
29,0.268,1.727, -0.949, 3
30,0.089,0.777, 0.000, 6
Prompt: downtown aesthetic score: 6.5. motion score: 5.0.
step, cache_diff, mo_reg, mo_grad, new_rate
2,3.125,3.219, 2.219, 3
5,0.208,1.000, 0.000, 3
8,0.093,1.000, 0.000, 4
12,0.088,1.297, -0.498, 6
18,0.047,0.836, -0.084, 10
28,0.052,0.750, -0.113, 8
29,0.017,0.637, 0.000, 12
30,0.017,0.715, 0.036, 12
Prompt: a potted plant on the left of a remote, front view aesthetic score: 6.5. motion score: 5.0.
step, cache_diff, mo_reg, mo_grad, new_rate
2,2.219,4.188, 3.203, 3
5,0.245,1.000, 0.000, 3
8,0.159,1.000, 0.000, 3
11,0.126,1.211, -0.299, 3
14,0.080,0.910, 0.000, 6
20,0.077,1.125, -0.551, 6
26,0.069,0.828, -0.621, 8
29,0.014,0.242, -0.190, 12
30,0.001,0.047, -0.026, 12
Prompt: a potted plant on the left of a remote, front view aesthetic score: 6.5. motion score: 5.0.
step, cache_diff, mo_reg, mo_grad, new_rate
2,5.906,10.812, 9.812, 3
5,0.275,1.000, 0.000, 3
8,0.092,1.000, 0.000, 4
12,0.089,1.445, -0.742, 6
18,0.045,0.836, -0.332, 10
28,0.035,0.504, -0.340, 10
29,0.003,0.163, -0.024, 12
30,0.003,0.134, -0.025, 12
Prompt: a fork on the right of a knife, front view aesthetic score: 6.5. motion score: 5.0.
step, cache_diff, mo_reg, mo_grad, new_rate
2,4.500,9.875, 8.875, 3
5,0.252,1.000, 0.000, 3
8,0.208,1.000, 0.000, 3
11,0.188,1.578, 0.443, 3
14,0.426,3.281, 1.648, 3
17,0.346,2.969, 1.039, 3
20,0.236,2.188, -0.365, 3
23,0.273,2.297, 0.365, 3
26,0.311,2.453, -0.730, 3
29,0.332,1.938, -0.312, 3
30,0.247,2.031, 0.312, 3
Prompt: a fork on the right of a knife, front view aesthetic score: 6.5. motion score: 5.0.
step, cache_diff, mo_reg, mo_grad, new_rate
2,3.922,8.188, -7.188, 3
5,0.305,1.000, 0.000, 3
8,0.219,1.000, 0.000, 3
11,0.241,2.219, 0.938, 3
14,0.157,1.281, 0.000, 3
17,0.174,1.461, -0.260, 3
20,0.176,1.531, -0.469, 3
23,0.155,1.422, -0.508, 3
26,0.104,0.910, 0.000, 4
29,0.118,0.992, -0.137, 3
30,0.155,1.344, 0.377, 3
Prompt: a baseball bat on the left of a baseball glove, front view aesthetic score: 6.5. motion score: 5.0.
step, cache_diff, mo_reg, mo_grad, new_rate
2,0.984,1.312, 0.312, 3
5,0.245,1.000, 0.000, 3
8,0.149,1.000, 0.000, 3
11,0.220,1.273, 0.208, 3
14,0.271,1.727, -0.949, 3
17,0.086,0.777, 0.000, 6
23,0.068,0.828, -0.124, 8
29,0.065,0.805, -0.520, 8
30,0.012,0.295, -0.037, 12
Prompt: a baseball bat on the left of a baseball glove, front view aesthetic score: 6.5. motion score: 5.0.
step, cache_diff, mo_reg, mo_grad, new_rate
2,7.594,8.438, 7.438, 3
5,0.185,1.000, 0.000, 3
8,0.130,1.000, 0.000, 3
11,0.186,1.938, -1.344, 3
14,0.066,0.766, 0.130, 8
22,0.052,0.734, 0.054, 8
29,0.069,0.797, -0.574, 8
30,0.010,0.235, -0.072, 12
Prompt: a microwave on the top of an oven, front view aesthetic score: 6.5. motion score: 5.0.
step, cache_diff, mo_reg, mo_grad, new_rate
2,4.969,9.375, 8.375, 3
5,0.250,1.000, 0.000, 3
8,0.181,1.000, 0.000, 3
11,0.128,1.000, 0.000, 3
14,0.121,1.211, -0.299, 3
17,0.149,1.570, 0.508, 3
20,0.096,1.062, 0.000, 4
24,0.119,1.289, -0.381, 3
27,0.123,0.973, -0.091, 3
29,0.131,1.000, 0.091, 3
30,0.146,1.297, 0.299, 3
Prompt: a microwave on the top of an oven, front view aesthetic score: 6.5. motion score: 5.0.
step, cache_diff, mo_reg, mo_grad, new_rate
2,0.479,1.000, 0.000, 3
5,0.291,1.000, 0.000, 3
8,0.120,1.000, 0.000, 3
11,0.094,1.070, -0.104, 4
15,0.088,1.219, -0.420, 6
21,0.058,0.895, -0.234, 8
29,0.067,0.734, -0.381, 8
30,0.016,0.387, 0.017, 12
Prompt: a toaster on the top of a microwave, front view aesthetic score: 6.5. motion score: 5.0.
step, cache_diff, mo_reg, mo_grad, new_rate
2,4.250,7.312, 6.312, 3
5,0.219,1.000, 0.000, 3
8,0.183,1.000, 0.000, 3
11,0.377,2.156, -1.656, 3
14,0.074,0.617, -0.163, 6
20,0.037,0.455, 0.000, 10
29,0.036,0.455, -0.234, 10
30,0.007,0.221, -0.045, 12
Prompt: a toaster on the top of a microwave, front view aesthetic score: 6.5. motion score: 5.0.
step, cache_diff, mo_reg, mo_grad, new_rate
2,4.375,9.250, 8.250, 3
5,0.214,1.000, 0.000, 3
8,0.137,1.000, 0.000, 3
11,0.260,1.984, -1.406, 3
14,0.196,1.438, 0.664, 3
17,0.136,1.352, 0.443, 3
20,0.098,0.973, -0.091, 4
24,0.091,0.922, -0.068, 4
28,0.156,1.297, -0.742, 3
29,0.064,0.836, -0.396, 8
30,0.020,0.469, -0.148, 12
Prompt: a truck turning a corner aesthetic score: 6.5. motion score: 5.0.
step, cache_diff, mo_reg, mo_grad, new_rate
2,3.578,7.812, 6.812, 3
5,0.279,1.000, 0.000, 3
8,0.181,1.000, 0.000, 3
11,0.247,1.875, 0.676, 3
14,0.180,1.539, 0.260, 3
17,0.243,2.359, 0.832, 3
20,0.149,1.531, 0.000, 3
23,0.172,1.734, -0.287, 3
26,0.186,1.648, -0.287, 3
29,0.344,2.188, -1.195, 3
30,0.111,1.000, 0.000, 3
Prompt: a truck turning a corner aesthetic score: 6.5. motion score: 5.0.
step, cache_diff, mo_reg, mo_grad, new_rate
2,0.738,1.000, 0.000, 3
5,0.212,1.000, 0.000, 3
8,0.149,1.000, 0.000, 3
11,0.223,1.750, -1.070, 3
14,0.127,0.984, 0.234, 3
17,0.089,0.750, 0.000, 6
23,0.058,0.781, -0.078, 8
29,0.065,0.789, -0.434, 8
30,0.015,0.361, -0.029, 12
Prompt: a motorcycle cruising along a coastal highway aesthetic score: 6.5. motion score: 5.0.
step, cache_diff, mo_reg, mo_grad, new_rate
2,5.000,7.688, 6.688, 3
5,0.322,1.000, 0.000, 3
8,0.176,1.000, 0.000, 3
11,0.500,3.703, 2.078, 3
14,0.193,1.625, 0.000, 3
17,0.146,1.625, 0.000, 3
20,0.149,1.844, -0.312, 3
23,0.159,1.938, 0.312, 3
26,0.187,1.844, -0.312, 3
29,0.312,1.938, 0.312, 3
30,0.279,2.500, 0.676, 3
Prompt: a motorcycle cruising along a coastal highway aesthetic score: 6.5. motion score: 5.0.
step, cache_diff, mo_reg, mo_grad, new_rate
2,8.250,9.250, -8.250, 3
5,0.264,1.000, 0.000, 3
8,0.159,1.000, 0.000, 3
11,0.344,1.875, 0.676, 3
14,0.256,2.250, 0.809, 3
17,0.170,1.445, 0.000, 3
20,0.159,1.445, 0.000, 3
23,0.162,1.648, -0.287, 3
26,0.204,1.891, -0.754, 3
29,0.297,1.906, -1.102, 3
30,0.106,0.918, -0.169, 4
Prompt: a bus stuck in traffic during rush hour aesthetic score: 6.5. motion score: 5.0.
step, cache_diff, mo_reg, mo_grad, new_rate
2,2.750,3.500, 2.500, 3
5,0.295,1.000, 0.000, 3
8,0.158,1.000, 0.000, 3
11,0.523,2.922, 1.477, 3
14,0.363,2.625, 0.910, 3
17,0.318,2.672, 0.730, 3
20,0.369,3.500, 1.195, 3
23,0.352,3.453, 0.887, 3
26,0.373,3.234, 0.520, 3
29,0.443,2.719, 0.000, 3
30,0.455,4.062, 1.039, 3
Prompt: a bus stuck in traffic during rush hour aesthetic score: 6.5. motion score: 5.0.
step, cache_diff, mo_reg, mo_grad, new_rate
2,21.375,21.250, -20.250, 3
5,0.235,1.000, 0.000, 3
8,0.181,1.000, 0.000, 3
11,0.621,2.922, 1.477, 3
14,0.268,1.820, 0.287, 3
17,0.212,1.531, 0.000, 3
20,0.264,1.938, 0.312, 3
23,0.250,2.031, 0.312, 3
26,0.218,1.719, 0.000, 3
29,0.389,2.359, -0.910, 3
30,0.161,1.445, 0.000, 3
Prompt: a car slowing down to stop aesthetic score: 6.5. motion score: 5.0.
step, cache_diff, mo_reg, mo_grad, new_rate
2,4.750,5.438, -4.438, 3
5,0.289,1.000, 0.000, 3
8,0.168,1.000, 0.000, 3
11,0.926,6.625, 4.344, 3
14,0.475,4.125, 1.406, 3
17,0.445,4.062, 1.039, 3
20,0.279,3.031, 0.000, 3
23,0.439,4.531, 1.148, 3
26,0.461,4.188, 0.625, 3
29,0.965,6.125, 1.977, 3
30,0.652,6.188, 1.562, 3
Prompt: a car slowing down to stop aesthetic score: 6.5. motion score: 5.0.
step, cache_diff, mo_reg, mo_grad, new_rate
2,31.625,37.250, -36.250, 3
5,0.264,1.000, 0.000, 3
8,0.140,1.000, 0.000, 3
11,0.320,1.875, 0.676, 3
14,0.311,2.250, 0.809, 3
17,0.174,1.820, 0.287, 3
20,0.162,1.734, -0.287, 3
23,0.174,1.820, 0.287, 3
26,0.188,1.734, -0.287, 3
29,0.225,1.445, 0.000, 3
30,0.305,2.625, 0.910, 3
Prompt: a bicycle gliding through a snowy field aesthetic score: 6.5. motion score: 5.0.
step, cache_diff, mo_reg, mo_grad, new_rate
2,4.094,8.188, -7.188, 3
5,0.344,1.000, 0.000, 3
8,0.185,1.000, 0.000, 3
11,0.566,3.703, 2.078, 3
14,0.208,1.625, 0.000, 3
17,0.178,1.625, 0.000, 3
20,0.184,1.844, -0.312, 3
23,0.194,1.938, 0.312, 3
26,0.287,2.500, 0.676, 3
29,0.531,3.312, 1.148, 3
30,0.453,3.875, 1.305, 3
Prompt: a bicycle gliding through a snowy field aesthetic score: 6.5. motion score: 5.0.
step, cache_diff, mo_reg, mo_grad, new_rate
2,9.875,16.625, -15.625, 3
5,0.291,1.000, 0.000, 3
8,0.134,1.000, 0.000, 3
11,0.277,2.562, 1.195, 3
14,0.134,1.359, 0.000, 3
17,0.149,1.734, 0.287, 3
20,0.119,1.445, 0.000, 3
23,0.130,1.445, 0.000, 3
26,0.239,2.219, 0.598, 3
29,0.652,4.000, 1.820, 3
30,0.461,3.875, 1.305, 3
Prompt: in a still frame, gas station aesthetic score: 6.5. motion score: 5.0.
step, cache_diff, mo_reg, mo_grad, new_rate
2,10.375,16.625, -15.625, 3
5,0.277,1.000, 0.000, 3
8,0.200,1.000, 0.000, 3
11,0.301,2.156, -1.656, 3
14,0.073,0.691, -0.268, 6
20,0.055,0.688, 0.166, 8
28,0.053,0.621, -0.488, 8
29,0.004,0.146, -0.062, 12
30,0.002,0.078, -0.031, 12
Prompt: in a still frame, gas station aesthetic score: 6.5. motion score: 5.0.
step, cache_diff, mo_reg, mo_grad, new_rate
2,7.344,10.500, 9.500, 3
5,0.281,1.000, 0.000, 3
8,0.168,1.000, 0.000, 3
11,0.320,1.578, 0.443, 3
14,0.168,1.438, 0.234, 3
17,0.139,1.531, -0.469, 3
20,0.111,1.211, -0.208, 3
23,0.115,1.273, -0.391, 3
26,0.125,1.195, -0.443, 3
29,0.201,1.328, -0.824, 3
30,0.067,0.617, -0.163, 8
Prompt: in a still frame, within the desolate desert, an oasis unfolded, characterized by the stoic presence of palm trees and a motionless, glassy pool of water aesthetic score: 6.5. motion score: 5.0.
step, cache_diff, mo_reg, mo_grad, new_rate
2,3.891,6.469, 5.469, 3
5,0.234,1.000, 0.000, 3
8,0.212,1.000, 0.000, 3
11,0.312,2.375, -1.969, 3
14,0.042,0.469, 0.046, 10
24,0.025,0.424, -0.186, 12
29,0.010,0.210, -0.142, 12
30,0.002,0.064, -0.021, 12
Prompt: in a still frame, within the desolate desert, an oasis unfolded, characterized by the stoic presence of palm trees and a motionless, glassy pool of water aesthetic score: 6.5. motion score: 5.0.
step, cache_diff, mo_reg, mo_grad, new_rate
2,8.625,10.562, 9.562, 3
5,0.242,1.000, 0.000, 3
8,0.147,1.000, 0.000, 3
11,0.152,1.469, -0.664, 3
14,0.101,1.039, 0.183, 4
18,0.141,1.578, 0.516, 3
21,0.106,1.211, -0.208, 4
25,0.104,1.172, -0.293, 4
29,0.152,1.156, -0.449, 3
30,0.092,0.859, -0.222, 4
Prompt: a tranquil tableau of palace aesthetic score: 6.5. motion score: 5.0.
step, cache_diff, mo_reg, mo_grad, new_rate
2,3.703,4.625, 3.625, 3
5,0.226,1.000, 0.000, 3
8,0.188,1.000, 0.000, 3
11,0.197,1.516, -0.738, 3
14,0.116,1.117, 0.260, 3
17,0.123,0.984, -0.183, 3
20,0.081,0.801, 0.000, 6
26,0.068,0.816, -0.039, 8
29,0.043,0.797, -0.093, 10
30,0.028,0.852, 0.074, 12
Prompt: a tranquil tableau of palace aesthetic score: 6.5. motion score: 5.0.
step, cache_diff, mo_reg, mo_grad, new_rate
2,1.836,3.219, 2.219, 3
5,0.208,1.000, 0.000, 3
8,0.222,1.000, 0.000, 3
11,0.182,1.469, -0.664, 3
14,0.105,1.039, 0.183, 4
18,0.085,1.016, -0.264, 6
24,0.064,0.797, -0.117, 8
29,0.054,0.703, -0.127, 8
30,0.032,0.762, 0.103, 10
Prompt: a tranquil tableau of bar aesthetic score: 6.5. motion score: 5.0.
step, cache_diff, mo_reg, mo_grad, new_rate
2,2.469,4.406, 3.406, 3
5,0.291,1.000, 0.000, 3
8,0.114,1.000, 0.000, 3
11,0.181,2.594, -2.266, 3
14,0.022,0.348, -0.039, 12
26,0.016,0.285, -0.121, 12
29,0.006,0.151, -0.059, 12
30,0.002,0.090, -0.009, 12
Prompt: a tranquil tableau of bar aesthetic score: 6.5. motion score: 5.0.
step, cache_diff, mo_reg, mo_grad, new_rate
2,7.031,10.188, 9.188, 3
5,0.254,1.000, 0.000, 3
8,0.177,1.000, 0.000, 3
11,0.201,1.688, -0.988, 3
14,0.099,1.023, 0.247, 4
18,0.059,0.777, 0.000, 8
26,0.055,0.797, -0.093, 8
29,0.050,0.871, 0.093, 8
30,0.046,1.078, 0.166, 10
Prompt: a tranquil tableau of a peaceful orchid garden showcased a variety of delicate blooms aesthetic score: 6.5. motion score: 5.0.
step, cache_diff, mo_reg, mo_grad, new_rate
2,1.328,1.898, 0.898, 3
5,0.252,1.000, 0.000, 3
8,0.085,1.000, 0.000, 6
14,0.079,1.312, -0.793, 6
20,0.031,0.535, -0.032, 10
29,0.037,0.504, -0.283, 10
30,0.007,0.238, 0.009, 12
Prompt: a tranquil tableau of a peaceful orchid garden showcased a variety of delicate blooms aesthetic score: 6.5. motion score: 5.0.
step, cache_diff, mo_reg, mo_grad, new_rate
2,5.594,8.688, 7.688, 3
5,0.283,1.000, 0.000, 3
8,0.177,1.000, 0.000, 3
11,0.237,1.273, 0.208, 3
14,0.227,1.672, 0.469, 3
17,0.175,1.539, 0.260, 3
20,0.131,1.281, 0.000, 3
23,0.126,1.281, 0.000, 3
26,0.192,1.797, -0.730, 3
29,0.322,2.156, -1.555, 3
30,0.084,0.816, -0.312, 6
Prompt: gwen stacy reading a book, with an intense shaking effect aesthetic score: 6.5. motion score: 5.0.
step, cache_diff, mo_reg, mo_grad, new_rate
2,5.094,5.969, 4.969, 3
5,0.208,1.000, 0.000, 3
8,0.142,1.000, 0.000, 3
11,0.125,1.273, -0.391, 3
14,0.108,1.000, 0.091, 4
18,0.116,1.227, 0.225, 3
21,0.150,1.578, 0.443, 3
24,0.149,1.438, 0.234, 3
27,0.146,1.203, 0.000, 3
29,0.184,1.531, -0.469, 3
30,0.133,1.211, -0.208, 3
Prompt: gwen stacy reading a book, with an intense shaking effect aesthetic score: 6.5. motion score: 5.0.
step, cache_diff, mo_reg, mo_grad, new_rate
2,0.859,1.000, 0.000, 3
5,0.165,1.000, 0.000, 3
8,0.150,1.000, 0.000, 3
11,0.229,1.797, -1.133, 3
14,0.072,0.746, 0.065, 6
20,0.051,0.691, -0.032, 8
28,0.057,0.730, -0.348, 8
29,0.010,0.410, -0.132, 12
30,0.007,0.266, -0.060, 12
Prompt: the bund shanghai, with an intense shaking effect aesthetic score: 6.5. motion score: 5.0.
step, cache_diff, mo_reg, mo_grad, new_rate
2,7.125,9.000, 7.969, 3
5,0.211,1.000, 0.000, 3
8,0.149,1.000, 0.000, 3
11,0.152,1.273, 0.208, 3
14,0.217,2.016, 0.730, 3
17,0.140,1.461, -0.260, 3
20,0.145,1.539, 0.260, 3
23,0.135,1.281, 0.000, 3
26,0.187,1.625, -0.494, 3
29,0.340,2.141, -1.438, 3
30,0.101,0.859, -0.222, 4
Prompt: the bund shanghai, with an intense shaking effect aesthetic score: 6.5. motion score: 5.0.
step, cache_diff, mo_reg, mo_grad, new_rate
2,3.016,4.625, 3.625, 3
5,0.237,1.000, 0.000, 3
8,0.148,1.000, 0.000, 3
11,0.520,3.703, 2.078, 3
14,0.236,1.844, -0.312, 3
17,0.209,2.109, -0.832, 3
20,0.140,1.461, -0.260, 3
23,0.123,1.367, -0.234, 3
26,0.135,1.297, -0.234, 3
29,0.235,1.547, -0.688, 3
30,0.108,0.973, 0.091, 4
Prompt: a couple in formal evening wear going home get caught in a heavy downpour with umbrellas, in super slow motion aesthetic score: 6.5. motion score: 5.0.
step, cache_diff, mo_reg, mo_grad, new_rate
2,1.320,2.172, 1.172, 3
5,0.260,1.000, 0.000, 3
8,0.188,1.000, 0.000, 3
11,0.633,3.703, 2.078, 3
14,0.445,3.453, 1.406, 3
17,0.385,3.125, 0.832, 3
20,0.252,2.297, 0.000, 3
23,0.252,2.297, 0.000, 3
26,0.326,2.594, -0.416, 3
29,0.490,2.969, -1.148, 3
30,0.207,1.828, 0.000, 3
Prompt: a couple in formal evening wear going home get caught in a heavy downpour with umbrellas, in super slow motion aesthetic score: 6.5. motion score: 5.0.
step, cache_diff, mo_reg, mo_grad, new_rate
2,5.844,9.250, -8.250, 3
5,0.266,1.000, 0.000, 3
8,0.172,1.000, 0.000, 3
11,0.144,1.000, 0.000, 3
14,0.176,1.578, 0.443, 3
17,0.219,1.773, 0.494, 3
20,0.219,1.992, 0.547, 3
23,0.200,1.828, -0.547, 3
26,0.208,1.797, -0.730, 3
29,0.221,1.422, -0.508, 3
30,0.143,1.297, 0.299, 3
Prompt: a shark is swimming in the ocean, zoom out aesthetic score: 6.5. motion score: 5.0.
step, cache_diff, mo_reg, mo_grad, new_rate
2,0.668,1.000, 0.000, 3
5,0.289,1.000, 0.000, 3
8,0.133,1.000, 0.000, 3
11,0.180,2.203, -1.711, 3
14,0.050,0.641, 0.117, 8
22,0.036,0.602, 0.044, 10
29,0.037,0.559, -0.189, 10
30,0.013,0.396, 0.014, 12
Prompt: a shark is swimming in the ocean, zoom out aesthetic score: 6.5. motion score: 5.0.
step, cache_diff, mo_reg, mo_grad, new_rate
2,7.906,7.188, 6.188, 3
5,0.228,1.000, 0.000, 3
8,0.082,1.000, 0.000, 6
14,0.086,1.414, -1.031, 6
20,0.061,0.957, 0.359, 8
28,0.049,0.621, -0.117, 10
29,0.011,0.504, 0.000, 12
30,0.015,0.492, -0.054, 12
Prompt: the bund shanghai, racking focus aesthetic score: 6.5. motion score: 5.0.
step, cache_diff, mo_reg, mo_grad, new_rate
2,3.781,6.625, 5.625, 3
5,0.210,1.000, 0.000, 3
8,0.127,1.000, 0.000, 3
11,0.164,1.797, -1.133, 3
14,0.058,0.715, -0.078, 8
22,0.044,0.652, -0.073, 10
29,0.042,0.578, -0.434, 10
30,0.005,0.145, -0.031, 12
Prompt: the bund shanghai, racking focus aesthetic score: 6.5. motion score: 5.0.
step, cache_diff, mo_reg, mo_grad, new_rate
2,5.281,9.875, 8.875, 3
5,0.215,1.000, 0.000, 3
8,0.175,1.000, 0.000, 3
11,0.219,1.273, -0.391, 3
14,0.129,1.000, 0.091, 3
17,0.101,0.973, -0.091, 4
21,0.102,1.039, -0.264, 4
25,0.095,0.953, -0.293, 4
29,0.148,1.078, -0.695, 3
30,0.054,0.447, -0.091, 8
